"year","iso2","change_id","iso3","country_full_name","summary","change_mag","change_level","pol_area","pol_tool","target_group","target_origin","target_specific","change_restrict","u_complab_country_year_change_country","u_complab_country_year_change_country_code","u_complab_country_year_change_year","u_complab_country_year_change_change"
1975,"JP","JP1975001","JPN","Japan","indochinese boat people arriving",999,999,2,28,12,5,"Indochina",999,"Japan","JPN",1975,"JP1975001"
1975,"DE","DE1975001","DEU","Germany","more funding for integration measures",0,2,3,17,2,2,"Non applicable",-1,"Germany","DEU",1975,"DE1975001"
1975,"DE","DE1975002","DEU","Germany","asylum seekers allowed to work",0,4,3,8,12,2,"Non applicable",-1,"Germany","DEU",1975,"DE1975002"
1975,"KR","KR1975001","KOR","South Korea","rich koreans banned from emigration",0,4,4,25,10,4,"Non applicable",1,"South Korea","KOR",1975,"KR1975001"
1975,"KR","KR1975002","KOR","South Korea","high skilled officials banned from emigration",0,3,4,25,5,4,"Non applicable",1,"South Korea","KOR",1975,"KR1975002"
1975,"ZA","ZA1975001","ZAF","South Africa","labour recruitment agreement with Swaziland",1,3,2,14,4,5,"Swaziland",-1,"South Africa","ZAF",1975,"ZA1975001"
1975,"CL","CL1975001","CHL","Chile","new migration law - overhaul of system, still in force today",0,4,2,9,2,2,"Non applicable",9,"Chile","CHL",1975,"CL1975001"
1975,"CL","CL1975002","CHL","Chile","arbitrary grounds for prohibiting entry",0,4,2,9,2,2,"Non applicable",1,"Chile","CHL",1975,"CL1975002"
1975,"CL","CL1975003","CHL","Chile","criminals and ill people forbidden entry",0,1,2,13,14,2,"Non applicable",0,"Chile","CHL",1975,"CL1975003"
1975,"CL","CL1975004","CHL","Chile","registration requirement for foreigners consolidated",0,2,1,1,2,2,"Non applicable",0,"Chile","CHL",1975,"CL1975004"
1975,"CL","CL1975005","CHL","Chile","carrier sanctions created",0,3,1,4,11,2,"Non applicable",1,"Chile","CHL",1975,"CL1975005"
1975,"CL","CL1975006","CHL","Chile","sanction for irregular entry and stay",0,4,4,24,11,2,"Non applicable",1,"Chile","CHL",1975,"CL1975006"
1975,"CL","CL1975007","CHL","Chile","requirement for employer to notify the employment of foreigners",0,4,1,5,3,2,"Non applicable",1,"Chile","CHL",1975,"CL1975007"
1975,"CL","CL1975008","CHL","Chile","landlords required to check legal status of migrants",0,4,1,1,2,2,"Non applicable",1,"Chile","CHL",1975,"CL1975008"
1975,"CL","CL1975009","CHL","Chile","expulsion reinforced",0,2,4,24,2,2,"Non applicable",1,"Chile","CHL",1975,"CL1975009"
1975,"CL","CL1975010","CHL","Chile","employment-based residence visa introduced with strict rules",0,4,2,8,3,2,"Non applicable",1,"Chile","CHL",1975,"CL1975010"
1975,"CL","CL1975011","CHL","Chile","temporary resident permit for high-skilled workers",0,1,2,8,5,2,"Non applicable",0,"Chile","CHL",1975,"CL1975011"
1975,"CL","CL1975012","CHL","Chile","temporary resident permit for family members with criteria introduced",0,4,2,9,6,2,"Non applicable",1,"Chile","CHL",1975,"CL1975012"
1975,"CL","CL1975013","CHL","Chile","residence permit for refugees created",0,4,2,9,12,2,"Non applicable",-1,"Chile","CHL",1975,"CL1975013"
1975,"CL","CL1975014","CHL","Chile","student visa created",0,4,2,9,9,2,"Non applicable",-1,"Chile","CHL",1975,"CL1975014"
1975,"CL","CL1975015","CHL","Chile","permanent residency after two years",0,2,3,20,2,2,"Non applicable",0,"Chile","CHL",1975,"CL1975015"
1976,"CA","CA1976001","CAN","Canada","Seasonal workers program with Carribian states",1,3,2,14,4,5,"Caribbean states",-1,"Canada","CAN",1976,"CA1976001"
1976,"CA","CA1976002","CAN","Canada","Immigration Act 1976/1978",999,999,2,28,2,2,"Non applicable",999,"Canada","CAN",1976,"CA1976002"
1976,"PT","PT1976001","PRT","Portugal","equal social and judicial rights for foreigners",0,4,3,18,2,2,"Non applicable",-1,"Portugal","PRT",1976,"PT1976001"
1976,"PT","PT1976002","PRT","Portugal","Creation of the SEF",0,4,2,26,2,2,"Non applicable",9,"Portugal","PRT",1976,"PT1976002"
1976,"SE","SE1976001","SWE","Sweden","entry stop for turkish assyrian refugees",0,3,2,9,12,5,"Assyrians from Turkey",1,"Sweden","SWE",1976,"SE1976001"
1976,"SE","SE1976002","SWE","Sweden","New statistical system",999,999,1,26,1,1,"Non applicable",999,"Sweden","SWE",1976,"SE1976002"
1976,"SE","SE1976003","SWE","Sweden","naturalisation requirements lowered",0,2,3,21,2,2,"Non applicable",-1,"Sweden","SWE",1976,"SE1976003"
1976,"GB","GB1976001","GBR","United Kingdom","improved definition of racial discrimination",0,2,3,19,1,1,"Non applicable",-1,"United Kingdom","GBR",1976,"GB1976001"
1976,"TR","TR1976001","TUR","Turkey","Fund to foster company creation of Turkish migrants",0,2,3,18,13,4,"Non applicable",-1,"Turkey","TUR",1976,"TR1976001"
1976,"AU","AU1976001","AUS","Australia","Report triggering creation of a real refugee policy",999,999,2,27,12,2,"Non applicable",999,"Australia","AUS",1976,"AU1976001"
1976,"AU","AU1976002","AUS","Australia","regularisation",0,4,2,12,11,2,"Non applicable",-1,"Australia","AUS",1976,"AU1976002"
1976,"NZ","NZ1976001","NZL","New Zealand","regularisation of pacific islander workers",0,3,2,12,11,5,"Fiji, Tonga, Western Samoa",-1,"New Zealand","NZL",1976,"NZ1976001"
1976,"BE","BE1976001","BEL","Belgium","integration measures",0,2,3,17,2,2,"Non applicable",-1,"Belgium","BEL",1976,"BE1976001"
1976,"NL","NL1976001","NLD","Netherlands","Return programme for workers",0,4,4,22,3,2,"Non applicable",-1,"Netherlands","NLD",1976,"NL1976001"
1976,"NL","NL1976002","NLD","Netherlands","integration programmes in schools",0,1,3,17,2,2,"Non applicable",-1,"Netherlands","NLD",1976,"NL1976002"
1976,"FR","FR1976001","FRA","France","new grounds for withdrawing residency permit introduced",0,3,3,20,2,2,"Non applicable",1,"France","FRA",1976,"FR1976001"
1976,"FR","FR1976002","FRA","France","family reunification  as right to all immigrants",0,4,2,9,6,2,"Non applicable",-1,"France","FRA",1976,"FR1976002"
1976,"FR","FR1976003","FRA","France","housing construction programme",0,2,3,17,1,1,"Non applicable",-1,"France","FRA",1976,"FR1976003"
1976,"FR","FR1976004","FRA","France","provisional work permit introduced for young family migrants",0,3,3,8,6,2,"Non applicable",-1,"France","FRA",1976,"FR1976004"
1976,"CH","CH1976001","CHE","Switzerland","Integration measures",0,4,3,17,2,2,"Non applicable",-1,"Switzerland","CHE",1976,"CH1976001"
1976,"US","US1976001","USA","United States","country quota of 20.000 now applies to both hemispheres",0,3,2,11,2,5,"Western hemisphere countries",9,"United States","USA",1976,"US1976001"
1976,"US","US1976002","USA","United States","excludes cuban refugees from quota",0,3,2,11,12,5,"Cuba",-1,"United States","USA",1976,"US1976002"
1976,"US","US1976003","USA","United States","introduces requirement to have job offer for all labour migrants",0,4,2,8,3,2,"Non applicable",1,"United States","USA",1976,"US1976003"
1976,"US","US1976004","USA","United States","raised age of US citizen for family reunification",0,1,2,9,6,2,"Non applicable",1,"United States","USA",1976,"US1976004"
1976,"US","US1976005","USA","United States","adjustment of status made available for Western Hemisphere immigrants",0,3,3,20,2,5,"Western hemisphere countries",-1,"United States","USA",1976,"US1976005"
1976,"US","US1976006","USA","United States","financial and resettlement assistance extended to refugees from laos",1,3,2,15,12,5,"Laos",-1,"United States","USA",1976,"US1976006"
1976,"FI","FI1976001","FIN","Finland","committee for new aliens law created",0,2,2,26,2,2,"Non applicable",9,"Finland","FIN",1976,"FI1976001"
1976,"DK","DK1976001","DNK","Denmark","access to social welfare",0,4,3,18,2,2,"Non applicable",-1,"Denmark","DNK",1976,"DK1976001"
1976,"DK","DK1976002","DNK","Denmark","ius soli for second generation replaced by residency requirement",0,1,3,21,1,2,"Non applicable",-1,"Denmark","DNK",1976,"DK1976002"
1976,"MA","MA1976001","MAR","Morocco","1976 cooperation agreement with EU signed",999,999,999,28,999,999,"Non applicable",999,"Morocco","MAR",1976,"MA1976001"
1976,"CS","CS1976001","SCG","Czechoslovakia","start of recruitment policy",0,3,2,14,4,5,"Those with cooperation agreements",-1,"Czechoslovakia","SCG",1976,"CS1976001"
1976,"DE","DE1976001","DEU","Germany","Recruitment stop maintained",0,1,2,28,4,2,"Non applicable",0,"Germany","DEU",1976,"DE1976001"
1976,"AR","AR1976001","ARG","Argentina","diasppearance of citizens during military dictatorship",999,999,4,28,5,4,"Non applicable",999,"Argentina","ARG",1976,"AR1976001"
1977,"CA","CA1977001","CAN","Canada","allows dual nationality",0,4,3,21,1,4,"Non applicable",-1,"Canada","CAN",1977,"CA1977001"
1977,"CA","CA1977002","CAN","Canada","facilitates access to citizenship",0,2,3,21,2,2,"Non applicable",-1,"Canada","CAN",1977,"CA1977002"
1977,"PT","PT1977001","PRT","Portugal","quota for foreign workers per firm",0,4,2,11,3,2,"Non applicable",1,"Portugal","PRT",1977,"PT1977001"
1977,"PT","PT1977002","PRT","Portugal","Agreement with Guinea Bissau to regulate migration",1,3,2,9,2,5,"Guinea Bissau",9,"Portugal","PRT",1977,"PT1977002"
1977,"GB","GB1977001","GBR","United Kingdom","Regularisation of people from former colonies",0,3,2,12,11,4,"Commonwealth countries, colonies and former colonies",-1,"United Kingdom","GBR",1977,"GB1977001"
1977,"AU","AU1977001","AUS","Australia","start of Australia’s modern approach to refugee settlement",1,3,2,15,12,2,"Non applicable",-1,"Australia","AUS",1977,"AU1977001"
1977,"AU","AU1977002","AUS","Australia","right of appeal facilitated for migration decisions",0,4,2,19,2,2,"Non applicable",-1,"Australia","AUS",1977,"AU1977002"
1977,"NZ","NZ1977001","NZL","New Zealand","South Pacific Work Permit Scheme",0,1,2,14,4,5,"Fiji, Tonga, Western Samoa",0,"New Zealand","NZL",1977,"NZ1977001"
1977,"NZ","NZ1977002","NZL","New Zealand","citizenship procedure streamlined and simplified",0,4,3,21,2,2,"Non applicable",9,"New Zealand","NZL",1977,"NZ1977002"
1977,"ES","ES1977001","ESP","Spain","drafting of new Emigration Act",999,999,4,28,3,4,"Non applicable",999,"Spain","ESP",1977,"ES1977001"
1977,"ES","ES1977002","ESP","Spain","emigrants savings system maintained",0,2,3,18,13,4,"Non applicable",-1,"Spain","ESP",1977,"ES1977002"
1977,"NL","NL1977001","NLD","Netherlands","Start of Resettlement Programme",1,3,2,15,12,2,"Non applicable",-1,"Netherlands","NLD",1977,"NL1977001"
1977,"NL","NL1977002","NLD","Netherlands","Discussions in Parliament on draft law",999,999,2,8,3,2,"Non applicable",999,"Netherlands","NLD",1977,"NL1977002"
1977,"FR","FR1977001","FRA","France","priority access to work given to Portuguese spouses",1,1,3,8,6,5,"Portugal",-1,"France","FRA",1977,"FR1977001"
1977,"FR","FR1977002","FRA","France","No automatic right to work for family members - dissociation work permit/entry permit confirmed",0,2,3,8,6,2,"Non applicable",0,"France","FRA",1977,"FR1977002"
1977,"FR","FR1977003","FRA","France","regularisation no longer possible to issue work permits",0,4,2,8,3,2,"Non applicable",1,"France","FRA",1977,"FR1977003"
1977,"FR","FR1977004","FRA","France","control on foreign students",0,2,1,1,9,2,"Non applicable",1,"France","FRA",1977,"FR1977004"
1977,"FR","FR1977005","FRA","France","return programmes aid for return and training for return for unemployed foreign workers",0,3,4,22,3,5,"Spain, Portugal, Yugoslavia, Turkey and others",-1,"France","FRA",1977,"FR1977005"
1977,"FR","FR1977006","FRA","France","family reunification suspended",0,4,2,9,6,2,"Non applicable",1,"France","FRA",1977,"FR1977006"
1977,"FR","FR1977007","FRA","France","portuguese still eligible for family reunification",0,1,2,9,6,5,"Portugal",0,"France","FRA",1977,"FR1977007"
1977,"GR","GR1977001","GRC","Greece","stop of emigration data collection",999,999,1,26,1,4,"Non applicable",999,"Greece","GRC",1977,"GR1977001"
1977,"CH","CH1977001","CHE","Switzerland","counter-initiative to ask for more migrant rights",999,999,2,11,2,2,"Non applicable",999,"Switzerland","CHE",1977,"CH1977001"
1977,"US","US1977001","USA","United States","Granting eligilibility to permanent residence to refugees from Vietnam, Cambodia and Laos",0,3,3,20,12,5,"Vietnam, Laos, Cambodia",-1,"United States","USA",1977,"US1977001"
1977,"US","US1977002","USA","United States","family reunification granted to refugees from Vietnam, Cambodia and Laos",0,3,3,20,8,5,"Vietnam, Laos, Cambodia",-1,"United States","USA",1977,"US1977002"
1977,"NO","NO1977001","NOR","Norway","no residence granted to people entering illegally",0,4,2,12,11,2,"Non applicable",1,"Norway","NOR",1977,"NO1977001"
1977,"FI","FI1977001","FIN","Finland","visa free treaties cancelled with many countries",1,999,2,7,1,5,"Those with visa-free agreements",999,"Finland","FIN",1977,"FI1977001"
1977,"MA","MA1977001","MAR","Morocco","national identity cards for moroccan diaspora",0,4,1,2,1,4,"Non applicable",1,"Morocco","MAR",1977,"MA1977001"
1977,"DE","DE1977001","DEU","Germany","12% immigrant residents in towns rule abolished",0,4,3,11,2,2,"Non applicable",-1,"Germany","DEU",1977,"DE1977001"
1977,"DE","DE1977002","DEU","Germany","comprehensive strategy on foreigners, containing access to labour market, integration",999,999,3,27,2,2,"Non applicable",999,"Germany","DEU",1977,"DE1977002"
1977,"DE","DE1977003","DEU","Germany","comprehensive strategy on foreigners, containing return measures",999,999,4,27,2,2,"Non applicable",999,"Germany","DEU",1977,"DE1977003"
1977,"YU","YU1977001","YUG","Yugoslavia","registration requirement introduced",0,4,1,1,2,2,"Non applicable",1,"Yugoslavia","YUG",1977,"YU1977001"
1977,"YU","YU1977002","YUG","Yugoslavia","return programme established with France",999,999,2,22,13,4,"Non applicable",999,"Yugoslavia","YUG",1977,"YU1977002"
1977,"AR","AR1977001","ARG","Argentina","European immigration encouraged",0,1,2,9,2,5,"Europe",-1,"Argentina","ARG",1977,"AR1977001"
1977,"MX","MX1977001","MEX","Mexico","Immigration Directorate created",0,4,2,26,2,2,"Non applicable",9,"Mexico","MEX",1977,"MX1977001"
1977,"ZA","ZA1977001","ZAF","South Africa","fusion of recruitment institutions",0,3,2,26,4,2,"Non applicable",9,"South Africa","ZAF",1977,"ZA1977001"
1978,"CA","CA1978001","CAN","Canada","Overall progressive goals of 1976/1978 immigration act",999,999,2,28,2,2,"Non applicable",999,"Canada","CAN",1978,"CA1978001"
1978,"CA","CA1978002","CAN","Canada","consolidation of the three immigration classes",0,2,2,9,2,2,"Non applicable",0,"Canada","CAN",1978,"CA1978002"
1978,"CA","CA1978003","CAN","Canada","labour market test introduced for all economic migrants",0,4,2,8,3,2,"Non applicable",1,"Canada","CAN",1978,"CA1978003"
1978,"CA","CA1978004","CAN","Canada","creation of humanitarian class and refugee determination procedure",0,4,2,9,12,2,"Non applicable",-1,"Canada","CAN",1978,"CA1978004"
1978,"CA","CA1978005","CAN","Canada","new conditions for sponsored dependants immigration class",0,2,2,9,6,2,"Non applicable",1,"Canada","CAN",1978,"CA1978005"
1978,"CA","CA1978006","CAN","Canada","new conditions for nominated relatives immigration class",0,2,2,10,6,2,"Non applicable",9,"Canada","CAN",1978,"CA1978006"
1978,"CA","CA1978007","CAN","Canada","introduction of immigration targets",0,4,2,11,2,2,"Non applicable",1,"Canada","CAN",1978,"CA1978007"
1978,"CA","CA1978008","CAN","Canada","employer sanctions introduced",0,3,1,5,11,2,"Non applicable",1,"Canada","CAN",1978,"CA1978008"
1978,"CA","CA1978009","CAN","Canada","more judicial control on removal orders",0,2,4,19,2,2,"Non applicable",-1,"Canada","CAN",1978,"CA1978009"
1978,"CA","CA1978010","CAN","Canada","creation of Indochinese Designated Class",1,3,2,15,12,5,"Indochinese",-1,"Canada","CAN",1978,"CA1978010"
1978,"TR","TR1978001","TUR","Turkey","equality of treatment of returnees",0,4,3,18,13,4,"Non applicable",-1,"Turkey","TUR",1978,"TR1978001"
1978,"TR","TR1978002","TUR","Turkey","housing project for returnees",0,3,3,17,13,4,"Non applicable",-1,"Turkey","TUR",1978,"TR1978002"
1978,"AU","AU1978001","AUS","Australia","first structured integration programme",0,4,3,17,2,2,"Non applicable",-1,"Australia","AUS",1978,"AU1978001"
1978,"NZ","NZ1978001","NZL","New Zealand","Visitors now need specific authorisation to work",0,4,2,8,1,2,"Non applicable",1,"New Zealand","NZL",1978,"NZ1978001"
1978,"ES","ES1978001","ESP","Spain","constitution guarantees rights to emigrants",0,2,3,18,13,4,"Non applicable",0,"Spain","ESP",1978,"ES1978001"
1978,"ES","ES1978002","ESP","Spain","right to vote for foreigners if agreement",1,3,3,19,2,5,"Those with reciprocity agreements",-1,"Spain","ESP",1978,"ES1978002"
1978,"ES","ES1978003","ESP","Spain","creation of right of asylum",999,999,2,9,12,2,"Non applicable",999,"Spain","ESP",1978,"ES1978003"
1978,"DD","DD1978001","DDR","German Democratic Republic","Recruitment agreement with Cuba",1,3,2,14,4,5,"Cuba",-1,"German Democratic Republic","DDR",1978,"DD1978001"
1978,"BE","BE1978001","BEL","Belgium","bill for 1981 law on racism proposed",999,999,3,19,1,1,"Non applicable",999,"Belgium","BEL",1978,"BE1978001"
1978,"BE","BE1978002","BEL","Belgium","bill for 1980 law on immigration proposed",999,999,2,6,11,2,"Non applicable",999,"Belgium","BEL",1978,"BE1978002"
1978,"BE","BE1978003","BEL","Belgium","slight restriction of family reunification legislation",0,3,2,9,6,2,"Non applicable",1,"Belgium","BEL",1978,"BE1978003"
1978,"BE","BE1978004","BEL","Belgium","no forced repatriation policy pursued",999,999,4,22,3,2,"Non applicable",999,"Belgium","BEL",1978,"BE1978004"
1978,"NL","NL1978001","NLD","Netherlands","family reunification allowed regardless of income",0,2,2,9,6,2,"Non applicable",-1,"Netherlands","NLD",1978,"NL1978001"
1978,"FR","FR1978001","FRA","France","access to work for Spanish spouses",1,1,3,8,6,5,"Spain",-1,"France","FRA",1978,"FR1978001"
1978,"FR","FR1978002","FRA","France","seasonal workers arrangements tightened",1,1,2,14,4,5,"Spain",1,"France","FRA",1978,"FR1978002"
1978,"FR","FR1978003","FRA","France","family reunification restored",0,4,2,9,6,2,"Non applicable",-1,"France","FRA",1978,"FR1978003"
1978,"CH","CH1978001","CHE","Switzerland","ius sanguinis also maternal line",0,4,3,21,1,1,"Non applicable",-1,"Switzerland","CHE",1978,"CH1978001"
1978,"US","US1978001","USA","United States","Removal of the hemispheric division, one global quota with the country limit of 20.000",0,4,2,11,2,2,"Non applicable",9,"United States","USA",1978,"US1978001"
1978,"US","US1978002","USA","United States","no quota for relatives of US citizens",0,2,2,9,6,2,"Non applicable",0,"United States","USA",1978,"US1978002"
